overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"02 28, 2016",AS0PCPRRN7IJF,B0166QDJDQ,Amazon Customer,"Awesome game, a must-have on ps4 this year.",Five Stars,1456617600,,{'Format:': ' Video Game'},
4.0,True,"07 29, 2014",A1SYYW5IKU0MLU,B000R0PLK2,Ian Hines,"Great game. Love half life 2! Disc was playable and the case was in good condition. The package was delayed by one day, though. USPS is unprofessional.","Great game, good seller, bad mail service.",1406592000,,{'Platform:': ' Xbox 360'},
5.0,True,"05 16, 2015",A3DVSJZT0E1Z1H,B005GM3JEQ,bella,as described,fun,1431734400,,{'Format:': ' Video Game'},
3.0,False,"12 19, 2011",A10HHM2684NZD2,B0015PHMFU,BLEEKER,"Bought this to try out SFIV. It wasn't bad, had a nice weight and decent controls. Im not a hardcore player but it just stopped working after a few months. .. just went kaput. Buy cheep, pay twice i guess is the lesson.","Not bad, not great",1324252800,,,
5.0,True,"01 10, 2015",AUFYDORY3DVSJ,B00MVUKM0A,KrazyKatLady,"We've been owners of the original Nintendo Wii console since it first came out. I was skeptical about the Wii U because there were so many negative things said about it (like it not playing Blu-Ray discs, etc.) However, the gamepad is AWESOME! It's so intuitive and fun to use! It's disappointing that there aren't as many games available for it, but I think if more people bought the console and raved about it, the game developers would come out with more. Every game we've tried has been an absolute blast. My family loves the Nintendo platform games like Mario and Luigi, and we're also enjoying the more ""adult"" games such as 007 Legends, Batman and Spider Man. The graphics are so much better with this console, and the gameplay is a joy with the tablet-style controller. I can absolutely recommend this - once you've tried it, you'll wonder why you didn't buy it sooner!",Nintendo is still the best!,1420848000,,,
4.0,True,"06 5, 2009",A2EWSKO6VW2DHS,B0017HRZ26,RDrops,"This was a pretty fun game.

It's a little stressful at times because sometimes you're working against the clock and you have to do these motions in order.

I really like how it's super easy at first, so it lets you build up skills than it goes fast.  Usually these types of games just throw you in the water.",Pretty Fun,1244160000,,,
5.0,False,"11 18, 2008",AO1QFCSHLTKDQ,B000QY9C90,D. Wolf,"Bottom line this game is an over the top, arcade paced, survival horror action game that rocks!  Just make sure you always carry a shotgun.  It's easier to take out more zombies with the shotgun.  Especially when you have zombie barf on you and you can't see anything.",Arcade Paced Zombie Action Horror Awesomeness!!,1226966400,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
4.0,True,"11 6, 2010",A1IY3ZRW03P6B5,B000GUQJQ8,Beatriz Powell,"We like it, although it is a little difficult to get the postcards and stuff, we like the regular car races better.",Fun game,1289001600,,{'Platform:': ' Nintendo Wii'},
3.0,True,"02 18, 2015",A2Z96H7NIZUBH3,B000034DC7,LUIS GUIDICE,excellent,Three Stars,1424217600,,{'Format:': ' Video Game'},
4.0,False,"12 18, 2003",A30FVNWL3XIME4,B000093NQI,Scarletaka,"XIII was well styled and was fabulous on this game.  The look of it was new and exciting.
I had very high hopes for this game.  I gave it 4 stars but really I should have given it 2.  The rating shouldn't suffer because I did though so I went ahead with the 4.
The people who loved this game I apologize to you right now.  I'm not a gaming genius.  I love games don't get me wrong and the look and sound of this one had me hooked.  It was a great idea.
Now for those who want to know what I didn't like there is a list and it's got several items on it.
I played the Gamecube version of this game and maybe that's why I had so much trouble out of it I don't know.
1st my guy was way too easy to kill.  I couldn't get used to the game because before I knew it I was dead.  I know big time gamers are blaming me and part of it is me.
However, this game didn't have a mode that I could find that once I saved at a certain place I could ever end up where I was when I saved.  If you die you start the level over from the beginning.  If you are a great gamer with lots of patience that's fine.
If you are like me and want to throw the Gamecube through the TV it's a different story(And don't do that I am not responsible I didn't make the game).
I really liked the game itself it had good ideas to it and I wanted to see the storyline carried out.
However when you are sitting on pins and needles because you might get killed and have to start over is a pain.
It would take me forever to get past a level and I only got to the place where you are out in the snow.
I'm sure it's because I'm not a good first person shooter player, but part of it is the game.  There is absolutely no room for error with this game.  Your checkpoints as they call them are your only real save point that you have so you don't have to start from the very beginning of the game.
I don't want to have to stealth around though and kill guys only to have one jump out and kill me right off.  The controls move smoothly but I didn't like the fact that if I am lucky enough to shoot one guy my gun perspective changes and next thing I know someone could be in front of me before I can get focused again.
I found this game frustrating at best.  When I did get the hang of it somewhat I got stalled in the woods in the snow and by the time I got the power turned on the guards would sneak out and kill me.
They could have made this game so much better by adding a dummy feature for people like me.  And when you hit save you were actually accomplishing something by using the save feature. The game usually saves your checkpoint so that's not a problem but into the level if you get any distance you better hold on because if you mess up your back to the beginning of that level.  That's  alot of protection to look for when you have guys coming from all angles.
The auto aim feature was awkward at best.
This game is well intentioned, but I only wish the creators of these game would also remember some of us enjoy games, but aren't excellent players. I understand programming these things isn't simple, so throw in a cheat code or something so I can enjoy the gaming experience without thinking badly about what would otherwise be a fun game if I didn't die every 5 seconds.",This game????,1071705600,4,,
5.0,False,"06 9, 2011",A1VTBADV3JS1EC,B0043QTG0M,Randi Morse,"Neither of my children have a DSi - not for lack of begging, however - but they both have a DS Lite. So I got this pouch for my son and the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/DSi-Protection-Kit-Princess-Peach-Version/dp/B0043QWYL0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">DSi Protection Kit - Princess Peach Version</a>.

Firstly, make sure you realize that while this is labeled for the DSi, it fits the DS Lite perfectly. My son was easily able to fit his DS Lite into the pouch and was also able to put six games in the pouch as well. There's also an extra pocket where you could potentially put more games as well, but he opted not to. He did, however, absolutely love the little spot for the stylus, allowing him to keep the stylus in the pouch or to have a second stylus ready to go - ya know, in case he accidentally drops the other one in the car and we can't find it...because of course that would never happen. Ahem, anyway, while he loved the design, I absolutely loved the hardness of the case. The back and the front have an extra amount of protection to them, so that if he just happens to drop the case - because of COURSE that will never happen (read the sarcasm there), it will have a bit of protection. He has a larger case, but this is the perfect size to travel in the car or on a field trip, and the fact that it has all the Mario characters on it (although my son pointed out that poor Donkey Kong never gets any respect and is not on the case) is just an added bonus!",Perfect Small Carrying Case for DS Lite,1307577600,2,,
